,ID,ElectionYear,CountyName,PartyName,CandidateName,Votes,YesVotes,NoVotes,Percentage,YesVotesPercent,NoVotesPercent,RunningMateName,Level,RankOrder,IsRetention,office
3,,2018,HUNTINGDON,LIB,"KERNS, DALE R JR",186,0,0,1.17,0.00,0.00, ,HUNTINGDON,17,0,U.S. Senate
0,1,2018,INDIANA,DEM,"CASEY, ROBERT P JR",12702,0,0,42.99,0.00,0.00, ,INDIANA,1,0,U.S. Senate
1,3,2018,INDIANA,REP,"BARLETTA, LOUIS J. ",16314,0,0,55.22,0.00,0.00, ,INDIANA,5,0,U.S. Senate
2,,2018,INDIANA,GRN,"GALE, NEAL TAYLOR ",189,0,0,0.64,0.00,0.00, ,INDIANA,14,0,U.S. Senate
3,,2018,INDIANA,LIB,"KERNS, DALE R JR",338,0,0,1.14,0.00,0.00, ,INDIANA,17,0,U.S. Senate
0,1,2018,JEFFERSON,DEM,"CASEY, ROBERT P JR",4437,0,0,28.49,0.00,0.00, ,JEFFERSON,1,0,U.S. Senate
1,3,2018,JEFFERSON,REP,"BARLETTA, LOUIS J. ",10872,0,0,69.80,0.00,0.00, ,JEFFERSON,5,0,U.S. Senate
2,,2018,JEFFERSON,GRN,"GALE, NEAL TAYLOR ",100,0,0,0.64,0.00,0.00, ,JEFFERSON,14,0,U.S. Senate
3,,2018,JEFFERSON,LIB,"KERNS, DALE R JR",167,0,0,1.07,0.00,0.00, ,JEFFERSON,17,0,U.S. Senate
0,1,2018,JUNIATA,DEM,"CASEY, ROBERT P JR",2412,0,0,28.48,0.00,0.00, ,JUNIATA,1,0,U.S. Senate
1,3,2018,JUNIATA,REP,"BARLETTA, LOUIS J. ",5853,0,0,69.12,0.00,0.00, ,JUNIATA,5,0,U.S. Senate
2,,2018,JUNIATA,GRN,"GALE, NEAL TAYLOR ",87,0,0,1.03,0.00,0.00, ,JUNIATA,14,0,U.S. Senate
3,,2018,JUNIATA,LIB,"KERNS, DALE R JR",116,0,0,1.37,0.00,0.00, ,JUNIATA,17,0,U.S. Senate
0,1,2018,LACKAWANNA,DEM,"CASEY, ROBERT P JR",51444,0,0,61.06,0.00,0.00, ,LACKAWANNA,1,0,U.S. Senate
1,3,2018,LACKAWANNA,REP,"BARLETTA, LOUIS J. ",31922,0,0,37.89,0.00,0.00, ,LACKAWANNA,5,0,U.S. Senate
2,,2018,LACKAWANNA,GRN,"GALE, NEAL TAYLOR ",402,0,0,0.48,0.00,0.00, ,LACKAWANNA,14,0,U.S. Senate
3,,2018,LACKAWANNA,LIB,"KERNS, DALE R JR",488,0,0,0.58,0.00,0.00, ,LACKAWANNA,17,0,U.S. Senate
0,1,2018,LANCASTER,DEM,"CASEY, ROBERT P JR",90521,0,0,44.73,0.00,0.00, ,LANCASTER,1,0,U.S. Senate
1,3,2018,LANCASTER,REP,"BARLETTA, LOUIS J. ",107454,0,0,53.10,0.00,0.00, ,LANCASTER,5,0,U.S. Senate
2,,2018,LANCASTER,GRN,"GALE, NEAL TAYLOR ",1406,0,0,0.69,0.00,0.00, ,LANCASTER,14,0,U.S. Senate
3,,2018,LANCASTER,LIB,"KERNS, DALE R JR",2983,0,0,1.47,0.00,0.00, ,LANCASTER,17,0,U.S. Senate
0,1,2018,LAWRENCE,DEM,"CASEY, ROBERT P JR",14324,0,0,44.56,0.00,0.00, ,LAWRENCE,1,0,U.S. Senate
1,3,2018,LAWRENCE,REP,"BARLETTA, LOUIS J. ",17375,0,0,54.05,0.00,0.00, ,LAWRENCE,5,0,U.S. Senate
2,,2018,LAWRENCE,GRN,"GALE, NEAL TAYLOR ",150,0,0,0.47,0.00,0.00, ,LAWRENCE,14,0,U.S. Senate
3,,2018,LAWRENCE,LIB,"KERNS, DALE R JR",298,0,0,0.93,0.00,0.00, ,LAWRENCE,17,0,U.S. Senate
0,1,2018,LEBANON,DEM,"CASEY, ROBERT P JR",18368,0,0,37.37,0.00,0.00, ,LEBANON,1,0,U.S. Senate
1,3,2018,LEBANON,REP,"BARLETTA, LOUIS J. ",29836,0,0,60.71,0.00,0.00, ,LEBANON,5,0,U.S. Senate
2,,2018,LEBANON,GRN,"GALE, NEAL TAYLOR ",343,0,0,0.70,0.00,0.00, ,LEBANON,14,0,U.S. Senate
3,,2018,LEBANON,LIB,"KERNS, DALE R JR",602,0,0,1.22,0.00,0.00, ,LEBANON,17,0,U.S. Senate
0,1,2018,LEHIGH,DEM,"CASEY, ROBERT P JR",73632,0,0,57.33,0.00,0.00, ,LEHIGH,1,0,U.S. Senate
1,3,2018,LEHIGH,REP,"BARLETTA, LOUIS J. ",52576,0,0,40.93,0.00,0.00, ,LEHIGH,5,0,U.S. Senate
2,,2018,LEHIGH,GRN,"GALE, NEAL TAYLOR ",818,0,0,0.64,0.00,0.00, ,LEHIGH,14,0,U.S. Senate
3,,2018,LEHIGH,LIB,"KERNS, DALE R JR",1412,0,0,1.10,0.00,0.00, ,LEHIGH,17,0,U.S. Senate
0,1,2018,LUZERNE,DEM,"CASEY, ROBERT P JR",49200,0,0,45.43,0.00,0.00, ,LUZERNE,1,0,U.S. Senate
1,3,2018,LUZERNE,REP,"BARLETTA, LOUIS J. ",58040,0,0,53.59,0.00,0.00, ,LUZERNE,5,0,U.S. Senate
2,,2018,LUZERNE,GRN,"GALE, NEAL TAYLOR ",497,0,0,0.46,0.00,0.00, ,LUZERNE,14,0,U.S. Senate
3,,2018,LUZERNE,LIB,"KERNS, DALE R JR",559,0,0,0.52,0.00,0.00, ,LUZERNE,17,0,U.S. Senate
0,1,2018,LYCOMING,DEM,"CASEY, ROBERT P JR",13893,0,0,33.82,0.00,0.00, ,LYCOMING,1,0,U.S. Senate
1,3,2018,LYCOMING,REP,"BARLETTA, LOUIS J. ",26488,0,0,64.48,0.00,0.00, ,LYCOMING,5,0,U.S. Senate
2,,2018,LYCOMING,GRN,"GALE, NEAL TAYLOR ",252,0,0,0.61,0.00,0.00, ,LYCOMING,14,0,U.S. Senate
3,,2018,LYCOMING,LIB,"KERNS, DALE R JR",447,0,0,1.09,0.00,0.00, ,LYCOMING,17,0,U.S. Senate
0,1,2018,McKEAN,DEM,"CASEY, ROBERT P JR",3972,0,0,31.89,0.00,0.00, ,McKEAN,1,0,U.S. Senate
1,3,2018,McKEAN,REP,"BARLETTA, LOUIS J. ",8285,0,0,66.52,0.00,0.00, ,McKEAN,5,0,U.S. Senate
2,,2018,McKEAN,GRN,"GALE, NEAL TAYLOR ",64,0,0,0.51,0.00,0.00, ,McKEAN,14,0,U.S. Senate
3,,2018,McKEAN,LIB,"KERNS, DALE R JR",133,0,0,1.07,0.00,0.00, ,McKEAN,17,0,U.S. Senate
0,1,2018,MERCER,DEM,"CASEY, ROBERT P JR",18136,0,0,44.13,0.00,0.00, ,MERCER,1,0,U.S. Senate
1,3,2018,MERCER,REP,"BARLETTA, LOUIS J. ",22290,0,0,54.24,0.00,0.00, ,MERCER,5,0,U.S. Senate
2,,2018,MERCER,GRN,"GALE, NEAL TAYLOR ",232,0,0,0.56,0.00,0.00, ,MERCER,14,0,U.S. Senate
3,,2018,MERCER,LIB,"KERNS, DALE R JR",439,0,0,1.07,0.00,0.00, ,MERCER,17,0,U.S. Senate
0,1,2018,MIFFLIN,DEM,"CASEY, ROBERT P JR",3934,0,0,28.61,0.00,0.00, ,MIFFLIN,1,0,U.S. Senate
1,3,2018,MIFFLIN,REP,"BARLETTA, LOUIS J. ",9564,0,0,69.55,0.00,0.00, ,MIFFLIN,5,0,U.S. Senate
2,,2018,MIFFLIN,GRN,"GALE, NEAL TAYLOR ",81,0,0,0.59,0.00,0.00, ,MIFFLIN,14,0,U.S. Senate
3,,2018,MIFFLIN,LIB,"KERNS, DALE R JR",173,0,0,1.26,0.00,0.00, ,MIFFLIN,17,0,U.S. Senate
0,1,2018,MONROE,DEM,"CASEY, ROBERT P JR",30626,0,0,55.27,0.00,0.00, ,MONROE,1,0,U.S. Senate
1,3,2018,MONROE,REP,"BARLETTA, LOUIS J. ",23968,0,0,43.25,0.00,0.00, ,MONROE,5,0,U.S. Senate
2,,2018,MONROE,GRN,"GALE, NEAL TAYLOR ",360,0,0,0.65,0.00,0.00, ,MONROE,14,0,U.S. Senate
3,,2018,MONROE,LIB,"KERNS, DALE R JR",458,0,0,0.83,0.00,0.00, ,MONROE,17,0,U.S. Senate
0,1,2018,MONTGOMERY,DEM,"CASEY, ROBERT P JR",248454,0,0,65.23,0.00,0.00, ,MONTGOMERY,1,0,U.S. Senate
1,3,2018,MONTGOMERY,REP,"BARLETTA, LOUIS J. ",126666,0,0,33.26,0.00,0.00, ,MONTGOMERY,5,0,U.S. Senate
2,,2018,MONTGOMERY,GRN,"GALE, NEAL TAYLOR ",2304,0,0,0.60,0.00,0.00, ,MONTGOMERY,14,0,U.S. Senate
3,,2018,MONTGOMERY,LIB,"KERNS, DALE R JR",3441,0,0,0.90,0.00,0.00, ,MONTGOMERY,17,0,U.S. Senate
0,1,2018,MONTOUR,DEM,"CASEY, ROBERT P JR",2966,0,0,42.17,0.00,0.00, ,MONTOUR,1,0,U.S. Senate
1,3,2018,MONTOUR,REP,"BARLETTA, LOUIS J. ",3943,0,0,56.06,0.00,0.00, ,MONTOUR,5,0,U.S. Senate
2,,2018,MONTOUR,GRN,"GALE, NEAL TAYLOR ",52,0,0,0.74,0.00,0.00, ,MONTOUR,14,0,U.S. Senate
3,,2018,MONTOUR,LIB,"KERNS, DALE R JR",73,0,0,1.04,0.00,0.00, ,MONTOUR,17,0,U.S. Senate
0,1,2018,NORTHAMPTON,DEM,"CASEY, ROBERT P JR",62275,0,0,54.33,0.00,0.00, ,NORTHAMPTON,1,0,U.S. Senate
1,3,2018,NORTHAMPTON,REP,"BARLETTA, LOUIS J. ",50385,0,0,43.96,0.00,0.00, ,NORTHAMPTON,5,0,U.S. Senate
2,,2018,NORTHAMPTON,GRN,"GALE, NEAL TAYLOR ",714,0,0,0.62,0.00,0.00, ,NORTHAMPTON,14,0,U.S. Senate
3,,2018,NORTHAMPTON,LIB,"KERNS, DALE R JR",1242,0,0,1.08,0.00,0.00, ,NORTHAMPTON,17,0,U.S. Senate
0,1,2018,NORTHUMBERLAND,DEM,"CASEY, ROBERT P JR",10524,0,0,36.45,0.00,0.00, ,NORTHUMBERLAND,1,0,U.S. Senate
1,3,2018,NORTHUMBERLAND,REP,"BARLETTA, LOUIS J. ",17926,0,0,62.08,0.00,0.00, ,NORTHUMBERLAND,5,0,U.S. Senate
2,,2018,NORTHUMBERLAND,GRN,"GALE, NEAL TAYLOR ",144,0,0,0.50,0.00,0.00, ,NORTHUMBERLAND,14,0,U.S. Senate
3,,2018,NORTHUMBERLAND,LIB,"KERNS, DALE R JR",281,0,0,0.97,0.00,0.00, ,NORTHUMBERLAND,17,0,U.S. Senate
0,1,2018,PERRY,DEM,"CASEY, ROBERT P JR",5186,0,0,30.19,0.00,0.00, ,PERRY,1,0,U.S. Senate
1,3,2018,PERRY,REP,"BARLETTA, LOUIS J. ",11607,0,0,67.57,0.00,0.00, ,PERRY,5,0,U.S. Senate
2,,2018,PERRY,GRN,"GALE, NEAL TAYLOR ",136,0,0,0.79,0.00,0.00, ,PERRY,14,0,U.S. Senate
3,,2018,PERRY,LIB,"KERNS, DALE R JR",249,0,0,1.45,0.00,0.00, ,PERRY,17,0,U.S. Senate
0,1,2018,PHILADELPHIA,DEM,"CASEY, ROBERT P JR",481467,0,0,86.83,0.00,0.00, ,PHILADELPHIA,1,0,U.S. Senate
1,3,2018,PHILADELPHIA,REP,"BARLETTA, LOUIS J. ",66653,0,0,12.02,0.00,0.00, ,PHILADELPHIA,5,0,U.S. Senate
2,,2018,PHILADELPHIA,GRN,"GALE, NEAL TAYLOR ",3582,0,0,0.65,0.00,0.00, ,PHILADELPHIA,14,0,U.S. Senate
3,,2018,PHILADELPHIA,LIB,"KERNS, DALE R JR",2805,0,0,0.51,0.00,0.00, ,PHILADELPHIA,17,0,U.S. Senate
0,1,2018,PIKE,DEM,"CASEY, ROBERT P JR",8696,0,0,41.82,0.00,0.00, ,PIKE,1,0,U.S. Senate
1,3,2018,PIKE,REP,"BARLETTA, LOUIS J. ",11772,0,0,56.61,0.00,0.00, ,PIKE,5,0,U.S. Senate
2,,2018,PIKE,GRN,"GALE, NEAL TAYLOR ",151,0,0,0.73,0.00,0.00, ,PIKE,14,0,U.S. Senate
3,,2018,PIKE,LIB,"KERNS, DALE R JR",175,0,0,0.84,0.00,0.00, ,PIKE,17,0,U.S. Senate
0,1,2018,POTTER,DEM,"CASEY, ROBERT P JR",1537,0,0,24.78,0.00,0.00, ,POTTER,1,0,U.S. Senate
1,3,2018,POTTER,REP,"BARLETTA, LOUIS J. ",4564,0,0,73.59,0.00,0.00, ,POTTER,5,0,U.S. Senate
2,,2018,POTTER,GRN,"GALE, NEAL TAYLOR ",38,0,0,0.61,0.00,0.00, ,POTTER,14,0,U.S. Senate
3,,2018,POTTER,LIB,"KERNS, DALE R JR",63,0,0,1.02,0.00,0.00, ,POTTER,17,0,U.S. Senate
0,1,2018,SCHUYLKILL,DEM,"CASEY, ROBERT P JR",17691,0,0,36.22,0.00,0.00, ,SCHUYLKILL,1,0,U.S. Senate
1,3,2018,SCHUYLKILL,REP,"BARLETTA, LOUIS J. ",30452,0,0,62.35,0.00,0.00, ,SCHUYLKILL,5,0,U.S. Senate
2,,2018,SCHUYLKILL,GRN,"GALE, NEAL TAYLOR ",278,0,0,0.57,0.00,0.00, ,SCHUYLKILL,14,0,U.S. Senate
3,,2018,SCHUYLKILL,LIB,"KERNS, DALE R JR",421,0,0,0.86,0.00,0.00, ,SCHUYLKILL,17,0,U.S. Senate
0,1,2018,SNYDER,DEM,"CASEY, ROBERT P JR",4322,0,0,32.27,0.00,0.00, ,SNYDER,1,0,U.S. Senate
1,3,2018,SNYDER,REP,"BARLETTA, LOUIS J. ",8826,0,0,65.90,0.00,0.00, ,SNYDER,5,0,U.S. Senate
2,,2018,SNYDER,GRN,"GALE, NEAL TAYLOR ",87,0,0,0.65,0.00,0.00, ,SNYDER,14,0,U.S. Senate
3,,2018,SNYDER,LIB,"KERNS, DALE R JR",158,0,0,1.18,0.00,0.00, ,SNYDER,17,0,U.S. Senate
0,1,2018,SOMERSET,DEM,"CASEY, ROBERT P JR",9322,0,0,32.55,0.00,0.00, ,SOMERSET,1,0,U.S. Senate
1,3,2018,SOMERSET,REP,"BARLETTA, LOUIS J. ",18896,0,0,65.98,0.00,0.00, ,SOMERSET,5,0,U.S. Senate
2,,2018,SOMERSET,GRN,"GALE, NEAL TAYLOR ",129,0,0,0.45,0.00,0.00, ,SOMERSET,14,0,U.S. Senate
3,,2018,SOMERSET,LIB,"KERNS, DALE R JR",290,0,0,1.01,0.00,0.00, ,SOMERSET,17,0,U.S. Senate
0,1,2018,SULLIVAN,DEM,"CASEY, ROBERT P JR",962,0,0,35.24,0.00,0.00, ,SULLIVAN,1,0,U.S. Senate
1,3,2018,SULLIVAN,REP,"BARLETTA, LOUIS J. ",1720,0,0,63.00,0.00,0.00, ,SULLIVAN,5,0,U.S. Senate
2,,2018,SULLIVAN,GRN,"GALE, NEAL TAYLOR ",11,0,0,0.40,0.00,0.00, ,SULLIVAN,14,0,U.S. Senate
3,,2018,SULLIVAN,LIB,"KERNS, DALE R JR",37,0,0,1.36,0.00,0.00, ,SULLIVAN,17,0,U.S. Senate
0,1,2018,SUSQUEHANNA,DEM,"CASEY, ROBERT P JR",5521,0,0,34.69,0.00,0.00, ,SUSQUEHANNA,1,0,U.S. Senate
1,3,2018,SUSQUEHANNA,REP,"BARLETTA, LOUIS J. ",10112,0,0,63.53,0.00,0.00, ,SUSQUEHANNA,5,0,U.S. Senate
2,,2018,SUSQUEHANNA,GRN,"GALE, NEAL TAYLOR ",120,0,0,0.75,0.00,0.00, ,SUSQUEHANNA,14,0,U.S. Senate
3,,2018,SUSQUEHANNA,LIB,"KERNS, DALE R JR",163,0,0,1.02,0.00,0.00, ,SUSQUEHANNA,17,0,U.S. Senate
0,1,2018,TIOGA,DEM,"CASEY, ROBERT P JR",4145,0,0,28.19,0.00,0.00, ,TIOGA,1,0,U.S. Senate
1,3,2018,TIOGA,REP,"BARLETTA, LOUIS J. ",10242,0,0,69.65,0.00,0.00, ,TIOGA,5,0,U.S. Senate
2,,2018,TIOGA,GRN,"GALE, NEAL TAYLOR ",123,0,0,0.84,0.00,0.00, ,TIOGA,14,0,U.S. Senate
3,,2018,TIOGA,LIB,"KERNS, DALE R JR",194,0,0,1.32,0.00,0.00, ,TIOGA,17,0,U.S. Senate
0,1,2018,UNION,DEM,"CASEY, ROBERT P JR",5901,0,0,40.86,0.00,0.00, ,UNION,1,0,U.S. Senate
1,3,2018,UNION,REP,"BARLETTA, LOUIS J. ",8317,0,0,57.59,0.00,0.00, ,UNION,5,0,U.S. Senate
2,,2018,UNION,GRN,"GALE, NEAL TAYLOR ",79,0,0,0.55,0.00,0.00, ,UNION,14,0,U.S. Senate
3,,2018,UNION,LIB,"KERNS, DALE R JR",144,0,0,1.00,0.00,0.00, ,UNION,17,0,U.S. Senate
0,1,2018,VENANGO,DEM,"CASEY, ROBERT P JR",6945,0,0,37.52,0.00,0.00, ,VENANGO,1,0,U.S. Senate
1,3,2018,VENANGO,REP,"BARLETTA, LOUIS J. ",11210,0,0,60.56,0.00,0.00, ,VENANGO,5,0,U.S. Senate
2,,2018,VENANGO,GRN,"GALE, NEAL TAYLOR ",122,0,0,0.66,0.00,0.00, ,VENANGO,14,0,U.S. Senate
3,,2018,VENANGO,LIB,"KERNS, DALE R JR",235,0,0,1.27,0.00,0.00, ,VENANGO,17,0,U.S. Senate
0,1,2018,WARREN,DEM,"CASEY, ROBERT P JR",5390,0,0,37.51,0.00,0.00, ,WARREN,1,0,U.S. Senate
1,3,2018,WARREN,REP,"BARLETTA, LOUIS J. ",8734,0,0,60.78,0.00,0.00, ,WARREN,5,0,U.S. Senate
2,,2018,WARREN,GRN,"GALE, NEAL TAYLOR ",92,0,0,0.64,0.00,0.00, ,WARREN,14,0,U.S. Senate
3,,2018,WARREN,LIB,"KERNS, DALE R JR",153,0,0,1.06,0.00,0.00, ,WARREN,17,0,U.S. Senate
0,1,2018,WASHINGTON,DEM,"CASEY, ROBERT P JR",39220,0,0,47.54,0.00,0.00, ,WASHINGTON,1,0,U.S. Senate
1,3,2018,WASHINGTON,REP,"BARLETTA, LOUIS J. ",41958,0,0,50.86,0.00,0.00, ,WASHINGTON,5,0,U.S. Senate
2,,2018,WASHINGTON,GRN,"GALE, NEAL TAYLOR ",379,0,0,0.46,0.00,0.00, ,WASHINGTON,14,0,U.S. Senate
3,,2018,WASHINGTON,LIB,"KERNS, DALE R JR",939,0,0,1.14,0.00,0.00, ,WASHINGTON,17,0,U.S. Senate
0,1,2018,WAYNE,DEM,"CASEY, ROBERT P JR",7625,0,0,37.82,0.00,0.00, ,WAYNE,1,0,U.S. Senate
1,3,2018,WAYNE,REP,"BARLETTA, LOUIS J. ",12269,0,0,60.85,0.00,0.00, ,WAYNE,5,0,U.S. Senate
2,,2018,WAYNE,GRN,"GALE, NEAL TAYLOR ",119,0,0,0.59,0.00,0.00, ,WAYNE,14,0,U.S. Senate
3,,2018,WAYNE,LIB,"KERNS, DALE R JR",149,0,0,0.74,0.00,0.00, ,WAYNE,17,0,U.S. Senate
0,1,2018,WESTMORELAND,DEM,"CASEY, ROBERT P JR",63778,0,0,43.91,0.00,0.00, ,WESTMORELAND,1,0,U.S. Senate
1,3,2018,WESTMORELAND,REP,"BARLETTA, LOUIS J. ",79078,0,0,54.44,0.00,0.00, ,WESTMORELAND,5,0,U.S. Senate
2,,2018,WESTMORELAND,GRN,"GALE, NEAL TAYLOR ",704,0,0,0.48,0.00,0.00, ,WESTMORELAND,14,0,U.S. Senate
3,,2018,WESTMORELAND,LIB,"KERNS, DALE R JR",1698,0,0,1.17,0.00,0.00, ,WESTMORELAND,17,0,U.S. Senate
0,1,2018,WYOMING,DEM,"CASEY, ROBERT P JR",3868,0,0,36.39,0.00,0.00, ,WYOMING,1,0,U.S. Senate
1,3,2018,WYOMING,REP,"BARLETTA, LOUIS J. ",6582,0,0,61.93,0.00,0.00, ,WYOMING,5,0,U.S. Senate
2,,2018,WYOMING,GRN,"GALE, NEAL TAYLOR ",86,0,0,0.81,0.00,0.00, ,WYOMING,14,0,U.S. Senate
3,,2018,WYOMING,LIB,"KERNS, DALE R JR",92,0,0,0.87,0.00,0.00, ,WYOMING,17,0,U.S. Senate
0,1,2018,YORK,DEM,"CASEY, ROBERT P JR",69272,0,0,41.03,0.00,0.00, ,YORK,1,0,U.S. Senate
1,3,2018,YORK,REP,"BARLETTA, LOUIS J. ",95814,0,0,56.76,0.00,0.00, ,YORK,5,0,U.S. Senate
2,,2018,YORK,GRN,"GALE, NEAL TAYLOR ",1291,0,0,0.76,0.00,0.00, ,YORK,14,0,U.S. Senate
3,,2018,YORK,LIB,"KERNS, DALE R JR",2435,0,0,1.44,0.00,0.00, ,YORK,17,0,U.S. Senate
